id,language,title,cardTitle,writtenTitle,slug,summary,writtenSummary,fullText,newsType,link,videoID,source,trending,editorPick,sendNotification,keywords,imagePath,nitlType,addedBy,addedOn,publisherID,publishedOn,updatedBy,updatedOn,approved,approvedOn,approvedBy,active,isDraft,draftAddedDate,draftAssignedBy,feedback,rating,aiSummaryRating,expiryDate,contentStyleID,contentID,isPremium
27130,2,Is HR ever really your friend?,"",Is HR ever really your friend?,is-hr-ever-really-your-friend,"Employees often assume human resources is there to help. But given HR really works for the company, is it ever really on our side?
BBC reports there is a misconception, as HR departments are tasked with supporting the organisation, not employees.
In successful departments, HR is there to help the organisation achieve its ambitions.","Employees often assume human resources is there to help. But given HR really works for the company, is it ever really on our side?
BBC reports there is a misconception, as HR departments are tasked with supporting the organisation, not employees.
In successful departments, HR is there to help the organisation achieve its ambitions. ",,,https://www.bbc.com/worklife/article/20211022-is-hr-ever-really-your-friend,,BBC,0,0,0,,edd58210-35b8-11ec-bc13-8bc07d8cc609,1,127,2021-10-25 17:28:12,,2021-10-26 12:57:32,42,2021-10-26 12:57:32,1,2021-10-26 12:57:32,42,1,0,,,well written,5,,,3,,0
27131,2,Afghan baby girl sold for $500 by starving family,Taliban takes over ,Afghan baby girl sold for $500 by starving family,afghan-baby-girl-sold-for-500-by-starving-family,"Afghanistan is facing the biggest humanitarian crisis in the world, with a sharp deterioration since the Taliban took over.
Estimates say 1 million children and babies are at risk of dying from malnutrition; public healthcare has collapsed after foreign aid was cut off.
Outside Herat, a mother sold one of her babies for 500 USD to feed her family.","Afghanistan is facing the biggest humanitarian crisis in the world, with a sharp deterioration since the Taliban took over. 
Estimates say 1 million children and babies are at risk of dying from malnutrition. Public healthcare has collapsed after foreign aid was cut off. 
Outside Herat, a mother sold one of her babies for 500 USD to feed her family. ",,,https://www.bbc.com/news/av/world-asia-59034650,,BBC,0,1,1,,11586e40-35ba-11ec-bc13-8bc07d8cc609,2,127,2021-10-25 17:36:21,,2021-10-26 12:22:05,42,2021-10-26 12:22:05,1,2021-10-26 12:22:05,42,1,0,,,minor edits,4,,,3,,0
27132,2,Fact-check: NHS Covid-19 app is the third most expensive project ever,,,fact-check-NHS-Covid-19-app-is-the-third-most-expensive-project-ever,,,,,https://nitl.app/fact/198,,,0,0,0,"NHS Covid-19 app expensive project Twitter National Audit Office, 2020/21, £76 million spent NHS Covid-19 app, includes spending initial effort app NHSX’ build -house app, covering testing services, govt spending related infrastructure projects, tracing services NHS Test Trace includes Covid cases testing activities, tracing differs involves aspects UK govt-funded areas Social Care, including salaries, medicines, buildings, pandemic, spending £150 billion equipment, cost lot Department Health 2019/20",580c51635233375721,3,32,2021-10-25 17:52:33,,2021-10-26 13:00:57,8,2021-10-26 13:00:57,1,2021-10-26 13:00:57,8,1,0,,,,,,,6,198,0
27133,2,360: UK 2021 Budget: Sunak in the spotlight,,,360-UK-2021-Budget-Sunak-in-the-spotlight,,,,,https://nitl.app/360?id=111,,,0,0,0,"UK 2021 Budget Sunak spotlight biggest single spending commitment unveiled accused Rishi Sunak mirrors” budget “smoke Labour presiding conceded 20% speech made money £1 flagship announcement, part spending review Sunak conceded -called levelling agenda, Treasury committed £26bn spendings UK´ budget £7bn pledged 5bn money Rachel Reeves, Labour’ shadow chancellor, -announce plans “government work mirrors’ budget due Labour accuses Sunak ‘smoke lack money Commons Speaker Sir Lindsay Hoyle suggested Rishi Sunak resign Chancellor series pre-Budget briefings media leaking finance policies water flow uninterrupted formally announcing accused ministers ""run roughshod cascading effect huge amounts Southern Ocean Parliament, Furious Government press House"" ice speaker asked press prior budget reviews resignation criticized Speaker explodes demands Chancellor Sunak RESIGN £7billion investment package Rishi Sunak forced admit fraction level transport country money Labours slammed “water ” pledges Tories lack commitments warned Chancellor extra £1 improve train, tram, bus 2 billion English regions cycle routes pot topped 5 billion week’ Budget, Ahead Chancellor £6 9bn delivered years today £4 announced - Rishi Sunak admits £7bn transport cash fraction money fiscally conservative budget chancellor caught ministers spend prepares spending taps, Sunak attempting turn returning instincts universal credit payments, household energy bills, faced Tory demands prime minister keen spending taps running energy crisis £6bn cut increased budget courts system pet projects political problems weeks, reversal slashing dealing solve day - smooth path bumpy ride top, Sunak social care package Rishi Sunak extra £5billion public coffers £36billion health digital transformation -10 trusts NHS England NHS preparing hand signing month money fund 'paper-based systems' Today Mr Sunak faced fury Tory ranks tax cuts ailing businesses lack workers Budget week 2019 manifesto pledge cut business rates serving minister economic plans plans Chancellor slammed ignore sets Wednesday social care paid NHS £5billion £36billion deal tax rises Sunak hand agreeing health Chancellor Rishi Sunak ""strong investment public services"" heart plans rebuilding economy sets Budget week rising energy prices, inflation Wednesday, amid concern Mr Sunak tax hikes living crisis set Budget party causing cost UK previous budgets taking action protect incomes BBC, jobs, Speaking chancellor time future reshape economy public services,"" Sunak tells BBC ""Budget investing",71fcd1635188714634,3,127,2021-10-25 18:00:26,,2021-10-26 13:30:08,8,2021-10-26 13:30:08,1,2021-10-26 13:30:08,8,1,0,,,,,,,5,111,0
27134,2,"Sudan's army declares state of emergency, dissolves government",Sudan Coup,"Sudan's army declares state of emergency, dissolves government",sudans-army-declares-state-of-emergency-dissolves-government,"General Al-Burhan's announcement came after the coup in which armed forces detained figures of the govt in charge of leading the transition to democracy.
The coup came after weeks of tensions between the military and civilian figures sharing power since President Bashir's ouster.
The power grab was condemned by the international community.","General Al-Burhan's announcement came after the coup in which armed forces detained figures of the govt in charge of leading the transition to democracy.
The coup came after weeks of tensions between the military and civilian figures sharing power since President Bashir's ouster.
The power grab was condemned by the international community.",,,https://www.africanews.com/2021/10/25/sudan-s-army-declares-state-of-emergency-dissolves-government/,,Africanews,0,1,0,,ce71aab0-361d-11ec-bc13-8bc07d8cc609,2,32,2021-10-26 05:30:18,,2021-10-26 13:12:56,42,2021-10-26 13:12:56,1,2021-10-26 13:12:56,42,1,0,,,well written,5,,,3,,0
27135,2,Japan's Princess finally marries commoner boyfriend,NITL Pick,Japan's Princess finally marries commoner boyfriend,japans-princess-finally-marries-commoner-boyfriend,"Princess Mako married her college sweetheart Kei Komuro, thus losing her royal status.
Under Japanese law, female imperial family members forfeit their status upon marriage to a commoner although male members do not.
She skipped the usual rites of a royal wedding and turned down a payment offered to royal females upon their departure from the family.","Princess Mako married her college sweetheart Kei Komuro, thus losing her royal status.
Under Japanese law, female imperial family members forfeit their status upon marriage to a commoner although male members do not.
She skipped the usual rites of a royal wedding and turned down a payment offered to royal females upon their departure from the family.",,,https://www.bbc.com/news/world-asia-59046476,,BBC,0,1,1,,bb234660-361f-11ec-bc13-8bc07d8cc609,2,32,2021-10-26 05:44:05,,2021-10-26 13:15:01,42,2021-10-26 13:15:01,1,2021-10-26 13:15:01,42,1,0,,,well written,5,,,3,,0
27136,2,US releases new guidelines for international travel,Covid-19,COVID: US releases new guidelines for international travel,covid-us-releases-new-guidelines-for-international-travel,"The US will accept travelers who have received vaccines approved by the US FDA or authorised for emergency use by the WHO.
Travelers under the age of 18 will not be required to be fully vaccinated, due to the inconsistency in the rollout of vaccines for younger age groups.
However, they will be required to present a negative Covid test. ","The US will accept travelers who have received vaccines approved by the US FDA or authorized for emergency use by the WHO.
Travelers under the age of 18 will not be required to be fully vaccinated, due to the inconsistency in the rollout of vaccines for younger age groups.
However, they will be required to present a negative COVID test. ",,,https://www.dw.com/en/coronavirus-digest-us-releases-new-guidelines-for-international-travel/a-59614438,,DW,0,1,0,,89a8d7c0-3620-11ec-bc13-8bc07d8cc609,2,32,2021-10-26 05:49:51,,2021-10-26 12:27:59,42,2021-10-26 12:27:59,1,2021-10-26 12:27:59,42,1,0,,,minor edits,4,,,3,,0
27137,2,Germany's nuclear power and energy price hikes,"",Germany's nuclear power and energy price hikes,germanys-nuclear-power-and-energy-price-hikes,"Energy prices are soaring globally and Germany's stock market price for electricity has risen by 140% since Jan.
This December, half of Germany's remaining nuclear reactors are scheduled to be taken offline and the other half is to cease operation next year.
This could potentially drive energy prices even higher as Germany also moves away from coal.","Energy prices are soaring globally and Germany's stock market price for electricity has risen by 140% since Jan.
This December, half of Germany's remaining nuclear reactors are scheduled to be taken offline and the other half is to cease operation next year.
This could potentially drive energy prices even higher as Germany also moves away from coal.",,,https://www.dw.com/en/nuclear-power-are-energy-price-hikes-prompting-a-german-rethink/a-59594913,,DW,0,0,0,,12203a60-3623-11ec-bc13-8bc07d8cc609,1,32,2021-10-26 06:07:59,,2021-10-26 12:34:20,42,2021-10-26 12:34:20,1,2021-10-26 12:34:20,42,1,0,,,well written,5,,,3,,0
27138,2,UN Security Council to discuss Sudan as three protesters killed,Sudan Coup,UN Security Council to discuss Sudan as three protesters killed,un-security-council-to-discuss-sudan-as-three-protesters-killed,"The U.N. Security Council has scheduled an emergency closed-door meeting on the coup in Sudan.
Diplomats said late Monday that the consultations were requested by the United States, United Kingdom, France, Ireland, Norway and Estonia.
Washington is suspending $700 million in emergency assistance to Sudan following the coup.","The U.N. Security Council has scheduled an emergency closed-door meeting on the coup in Sudan.
Diplomats said late Monday that the consultations were requested by the United States, United Kingdom, France, Ireland, Norway, and Estonia.
Washington is suspending $700 million in emergency assistance to Sudan following the coup.",,,https://www.euronews.com/2021/10/26/un-security-council-to-discuss-sudan-as-three-protesters-killed,,Euro News,0,1,0,"Security Council discuss Sudan protesters killed United States, United Kingdom, France, Ireland, Norway, suspending $700 million emergency assistance Security Council late Monday scheduled emergency closed-door meeting coup Sudan Diplomats consultations requested Estonia Washington",d195c9e0-3624-11ec-bc13-8bc07d8cc609,2,32,2021-10-26 06:20:30,,2021-10-26 13:21:08,42,2021-10-26 13:21:08,1,2021-10-26 13:21:08,42,1,0,,,minor edits,4,,,3,,0
27139,2,Australian children will need parental permission for Facebook,"",Australian children will need parental permission for Facebook,australian-children-will-need-parental-permission-for-facebook,"Australian children under 16 will need parental permission to sign up to Facebook under proposed new laws; Instagram, and WhatsApp would also fall under the new requirements.
The new law aims to stop children's information being shared without consent.
Scientists have said the changes would allow for greater protection for social media users.","Australian children under 16 will need parental permission to sign up to Facebook under proposed new laws. Instagram, and WhatsApp would also fall under the new requirements.
The new law aims to stop children's information being shared without consent
Scientists have said the changes would allow for greater protection for social media users.",,,https://www.dailymail.co.uk/news/article-10130925/Facebook-Instagram-new-laws-Australian-children-16-need-parental-permission-log-in.html,,Daily Mail,0,0,0,,d61fa8b0-362d-11ec-bc13-8bc07d8cc609,1,124,2021-10-26 07:25:03,19,2021-10-26 13:18:22,42,2021-10-26 13:18:22,1,2021-10-26 13:18:22,42,1,0,,,minor edits,4,,,3,,0
27140,2,Rishi Sunak unveils new spending pledges,UK  Budget 2021,Rishi Sunak unveils new spending pledges,rishi-sunak-unveils-new-spending-pledges,"The chancellor has announced a series of spending pledges ahead of the autumn budget, which include £5bn for health research and £3bn for education.
Rishi Sunak has promised to do ""whatever it takes"" to support families with the cost of living.
He further promises £1.4bn to encourage foreign investment into UK businesses and attract overseas talent.","The chancellor has announced a series of spending pledges ahead of the autumn budget, which include £5bn for health research and £3bn for education
Rishi Sunak has promised to do ""whatever it takes"" to support families with the cost of living
He further promises £1.4bn to encourage foreign investment into UK businesses and attract overseas talent",,,https://news.sky.com/story/autumn-budget-2021-rishi-sunak-unveils-new-spending-pledges-including-5bn-for-health-research-and-innovation-and-3bn-for-skills-education-12442957,,Sky News,0,1,0,"Rishi Sunak unveils spending pledges promises £1 spending pledges ahead education
Rishi Sunak encourage foreign investment attract overseas talent autumn budget, include £5bn health research support families UK businesses chancellor announced series £3bn promised takes"" cost living 4bn",699b6570-362e-11ec-bc13-8bc07d8cc609,2,124,2021-10-26 07:29:10,19,2021-10-26 13:20:07,42,2021-10-26 13:20:07,1,2021-10-26 13:20:07,42,1,0,,,minor edits - full stop placed,4,,,3,,0
27141,2,Amazon announces Alexa program for hospitals and senior care,"",Amazon announces Alexa program for hospitals and senior care,amazon-announces-alexa-program-for-hospitals-and-senior-care,"Amazon has new programs that integrate Alexa into hospitals and senior living communities, the company said.
The program lets senior living facilities use Amazon Echo devices to send announcements or other messages to residents’ rooms.
Residents can also place calls through Alexa to family members or friends without having to rely on a staff member.","Amazon has new programs that integrate Alexa into hospitals and senior living communities, the company said.
The program lets senior living facilities use Amazon Echo devices to send announcements or other messages to residents’ rooms. 
Residents can also place calls through Alexa to family members or friends without having to rely on a staff member.",,,https://www.theverge.com/2021/10/25/22740181/amazon-alexa-hospitals-senior-living,,The Verge,0,0,0,,7100bf80-362f-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 07:36:32,,2021-10-26 13:22:07,42,2021-10-26 13:22:07,1,2021-10-26 13:22:07,42,1,0,,,well written,5,,,3,,0
27142,2,"Mastercard expands crypto services with wallets, loyalty rewards","","Mastercard expands crypto services with wallets, loyalty rewards",mastercard-expands-crypto-services-with-wallets-loyalty-rewards,"Mastercard will allow its partners to enable their consumers to buy, sell and hold crypto using a digital wallet, and reward them with digital currencies under loyalty programs.
Mastercard will offer these services in partnership with Bakkt.
Last year, Visa had partnered with BlockFi to offer a credit card that lets users earn bitcoin on purchases.","Mastercard will allow its partners to enable their consumers to buy, sell and hold crypto using a digital wallet, and reward them with digital currencies under loyalty programs. 
Mastercard will offer these services in partnership with Bakkt. 
Last year, Visa had partnered with BlockFi to offer a credit card that lets users earn bitcoin on purchases.",,,https://economictimes.indiatimes.com/markets/cryptocurrency/mastercard-expands-cryptocurrency-services-with-wallets-loyalty-rewards/articleshow/87265691.cms?from=mdr,,the_economic_times,0,0,0,,17dde170-3630-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 07:41:12,,2021-10-26 13:23:13,42,2021-10-26 13:23:13,1,2021-10-26 13:23:13,42,1,0,,,well written,5,,,3,,0
27143,2,Tesla keeps ignoring the government’s requests to fix Autopilot,"",Tesla keeps ignoring the government’s requests to fix Autopilot,tesla-keeps-ignoring-the-governments-requests-to-fix-autopilot,"NTSB is not happy with Tesla’s failure to respond to its safety recommendations made four years ago concerning the company’s controversial driver assist feature.
Tesla’s failure to respond has led to additional crashes and further safety lapses, NTSB said.
NTSB can conduct investigations and make recommendations but has no enforcement authority.","NTSB is not happy with Tesla’s failure to respond to its safety recommendations made four years ago concerning the company’s controversial driver assist feature. 
Tesla’s failure to respond has led to additional crashes and further safety lapses, NTSB said. 
NTSB can conduct investigations and make recommendations but has no enforcement authority.",,,https://www.theverge.com/2021/10/25/22744982/tesla-ntsb-inaction-autopilot-safety-recommendations,,The Verge,0,0,0,"fix Autopilot government’ Tesla ignoring requests controversial driver assist feature safety lapses, NTSB safety recommendations made make recommendations years ago additional crashes conduct investigations enforcement authority NTSB Tesla’ company’ happy failure respond led",a3092b60-3630-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 07:45:06,,2021-10-26 13:25:07,42,2021-10-26 13:25:07,1,2021-10-26 13:25:07,42,1,0,,,well written,5,,,3,,0
27144,2,Alibaba has lost $344 billion in world's biggest wipeout,"",Alibaba has lost $344 billion in world's biggest wipeout,alibaba-has-lost-344-billion-in-worlds-biggest-wipeout,"After Jack Ma delivered a blunt criticism of China’s financial system last October, Alibaba has lost a whopping $344 billion in market capitalisation in a year.
Alibaba shares sank from an all-time high that month to a record low three weeks ago in Hong Kong.
Despite a 30% recovery from Oct. 5, the stock is still 43% lower than its October 2020 peak.","After Jack Ma delivered a blunt criticism of China’s financial system last October, Alibaba has lost a whopping $344 billion in market capitalization in a year.
Alibaba shares sank from an all-time high that month to a record low three weeks ago in Hong Kong.
Despite a 30% recovery from Oct. 5, the stock is still 43% lower than its October 2020 peak.",,,https://timesofindia.indiatimes.com/business/international-business/alibaba-has-lost-344-billion-in-worlds-biggest-wipeout/articleshow/87269963.cms,,Times of India,0,0,0,,6fc631c0-3631-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 07:50:49,,2021-10-26 13:28:05,42,2021-10-26 13:28:05,1,2021-10-26 13:28:05,42,1,0,,,minor edits,4,,,3,,0
27145,2,Facebook is spending $10 billion on its metaverse division,"",Facebook is spending $10 billion this year on its metaverse division,facebook-is-spending-10-billion-this-year-on-its-metaverse-division,"Facebook will spend at least $10 bn this year on Facebook Reality Labs, its metaverse division tasked with creating AR and VR hardware, software and content.
The division is clearly being positioned as the next big thing inside of Facebook.
Facebook missed revenue expectations by around $1 bn, which highlights the company’s struggles right now.","Facebook will spend at least $10 B this year on Facebook Reality Labs, its metaverse division tasked with creating AR and VR hardware, software, and content.
The division is clearly being positioned as the next big thing inside of Facebook.
Facebook missed revenue expectations by around $1 B, which speaks to some of the company’s struggles right now.",,,https://www.theverge.com/2021/10/25/22745381/facebook-reality-labs-10-billion-metaverse,,The Verge,0,0,0,,e7bc0880-3631-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 07:54:11,,2021-10-26 13:27:05,42,2021-10-26 13:27:05,1,2021-10-26 13:27:05,42,1,0,,,minor edits,4,,,3,,0
27146,2,Spain discovers two mass graves of Civil War victims in Belchite,"",Spain discovers two mass graves of Civil War victims in Belchite,spain-discovers-two-mass-graves-of-civil-war-victims-in-belchite,"The graves were found after archaeological excavations at a cemetery in Belchite, in the northern province of Zaragoza.
The site was the bloodiest battlefield during the Spanish Civil War between 1936 - 1939.
Anthropologist described the discovery as ""very important"" and said ""meticulous"" work would be carried out to identify the victims.","The graves were found after archaeological excavations at a cemetery in Belchite, in the northern province of Zaragoza.
The site was the bloodiest battlefield during the Spanish Civil War between 1936 - 1939.
Anthropologist described the discovery as ""very important"" and said ""meticulous"" work would be carried out to identify the victims.",,,https://www.euronews.com/2021/10/25/spain-discovers-two-mass-graves-of-civil-war-victims-in-belchite,,Euro News,0,0,1,,b29f9620-3641-11ec-bc13-8bc07d8cc609,1,32,2021-10-26 09:47:13,,2021-10-26 16:57:35,42,2021-10-26 16:57:35,1,2021-10-26 16:57:35,42,1,0,,,minor edits,4,,,3,,0
27147,2,Nigeria becomes first African nation to roll out digital currency,"",Nigeria becomes first African nation to roll out digital currency,nigeria-becomes-first-african-nation-to-roll-out-digital-currency,"The Central Bank of Nigeria joined a growing list of emerging markets betting on digital money to cut transaction costs and boost participation in the formal financial system.
Its Governor said eNaira and the physical naira will have the same value.
Digital currency is expected to boost cross-border trade and make transactions more efficient.","The Central Bank of Nigeria joined a growing list of emerging markets betting on digital money to cut transaction costs and boost participation in the formal financial system.
Its Governor said eNaira and the physical naira will have the same value.
Digital currency is expected to boost cross-border trade and make transactions more efficient.",,,https://www.aljazeera.com/economy/2021/10/25/nigeria-becomes-first-african-nation-to-roll-out-digital-money,,Aljazeera News,0,0,1,,0f1b3e50-3650-11ec-bc13-8bc07d8cc609,1,32,2021-10-26 11:30:02,,2021-10-26 19:55:57,42,2021-10-26 19:55:57,1,2021-10-26 19:55:57,42,1,0,,,well written,5,,,3,,0
27148,2,Climate change: Australia pledges net zero emissions by 2050,"",Climate change: Australia pledges net zero emissions by 2050,climate-change-australia-pledges-net-zero-emissions-by-2050,"Leading global coal and gas supplier Australia has pledged to achieve net-zero carbon emissions by 2050.
PM Morrison said the plan would not include ending fossil fuel sectors and will also not set ambitious targets for 2030.
While the 2050 pledge has been widely welcomed, the govt has been ferociously criticised for not offering more details.","Leading global coal and gas supplier Australia has pledged to achieve net-zero carbon emissions by 2050.
PM Morrison said the plan would not include ending fossil fuel sectors and will also not set ambitious targets for 2030.
While the 2050 pledge has been widely welcomed, the govt has been ferociously criticised for not offering more details.",,,https://www.bbc.com/news/world-australia-59046032,,BBC,0,0,1,,11eda2c0-3651-11ec-bc13-8bc07d8cc609,1,32,2021-10-26 11:37:16,,2021-10-26 20:03:54,42,2021-10-26 20:03:54,1,2021-10-26 20:03:54,42,1,0,,,well written,5,,,3,,0
27149,2,Astronomers find signs of first planet outside our galaxy,"",Astronomers found signs of first planet outside our galaxy,astronomers-found-signs-of-first-planet-outside-our-galaxy,"A Saturn-sized planet discovered by Nasa's Chandra X-Ray Telescope is in the Messier 51 galaxy, located 28 million light-years away from the Milky Way.
The finding comes from observation of an X-ray binary, a neutron star or black hole pulling in gas from a companion star.
So far 5,000 exoplanets have been found, but all are located in the Milky Way.","A Saturn-sized planet discovered by Nasa's Chandra X-Ray Telescope is in the Messier 51 galaxy, located 28 million light-years away from the Milky Way.
The finding comes from observation of an X-ray binary - a neutron star or black hole pulling in gas from a companion star.
So far 5,000 exoplanets were found, but all are located in the Milky Way.",,,https://www.bbc.com/news/science-environment-59044650,,BBC,0,0,0,,47f38590-3653-11ec-bc13-8bc07d8cc609,1,32,2021-10-26 11:53:05,,2021-10-26 20:02:40,42,2021-10-26 20:02:40,1,2021-10-26 20:02:40,42,1,0,,,minor edits,4,,,3,,0
27150,2,"Blue Origin wants to build a space station for ""exotic hospitality""","","Blue Origin wants to build a space station for ""exotic hospitality""",blue-origin-wants-to-build-a-space-station-for-exotic-hospitality,"Orbital Reef would host astronauts and be used to conduct science experiments.
It would also be used as an in-space manufacturing facility and offer accommodation for tourists as part of exotic hospitality service.
With the ISS likely to be decommissioned within the next 10 years, Orbital Reef would arrive in time to replace the ageing satellite.","Orbital Reef would host astronauts and be used to conduct science experiments.
It would also be used as an in-space manufacturing facility and offer accommodation for tourists as part of exotic hospitality service.
With the ISS likely to be decommissioned within the next 10 years, Orbital Reef would arrive in time to replace the ageing satellite.",,,https://www.digitaltrends.com/news/blue-origin-wants-to-build-a-space-station-to-replace-iss/,,Digital Trends,0,0,0,,ede5f200-3656-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 12:19:12,,2021-10-26 20:00:01,42,2021-10-26 20:00:01,1,2021-10-26 20:00:01,42,1,0,,,well written,5,,,3,,0
27152,2,Covid-19 vaccines not linked to pregnancy loss,Covid-19,COVID-19 vaccines not linked to pregnancy loss,covid-19-vaccines-not-linked-to-pregnancy-loss,"Researchers found no link between vaccines and risk of first-trimester miscarriage, regardless of whether the vaccines were from Moderna, Pfizer and BioNTech or AZ.
Overall, the women with miscarriages were 9% less likely to have been vaccinated.
Vaccination during pregnancy is likely to offer protection to the infant in the first months after birth.","Researchers found no link between vaccines and risk of first-trimester miscarriage, regardless of whether the vaccines were from Moderna, Pfizer and BioNTech or AZ.
Overall, the women with miscarriages were 9% less likely to have been vaccinated.
Vaccination during pregnancy is likely to offer protection to the infant in the first months after birth.",,,https://www.reuters.com/business/healthcare-pharmaceuticals/covid-19-vaccines-not-linked-pregnancy-loss-mixing-vaccines-may-confer-greater-2021-10-22/,,Reuters,0,1,0,,061a1f80-3658-11ec-bc13-8bc07d8cc609,2,27,2021-10-26 12:27:02,,2021-10-26 20:04:57,42,2021-10-26 20:04:57,1,2021-10-26 20:04:57,42,1,0,,,minor edits,4,,,3,,0
27153,2,Roche launches genomic profiling kit to ease cancer research,NITL Pick,Roche launches genomic profiling kit to ease cancer research,roche-launches-genomic-profiling-kit-to-ease-cancer-research,"Roche is launching a new genomic profiling kit that lets researchers explore tumours without having to send tissue samples to centralised laboratories.
The kit allows labs to expand their oncology research in-house.
Ultimately, a future version of the kit may lead to additional resources for clinicians to use in the diagnosis and treatment of cancer.","Roche is launching a new genomic profiling kit that lets researchers explore tumours without having to send tissue samples to centralised laboratories.
The kit allows labs to expand their oncology research in-house.
Ultimately, a future version of the kit may lead to additional resources for clinicians to use in the diagnosis and treatment of cancer.",,,https://www.reuters.com/business/healthcare-pharmaceuticals/roche-launches-genomic-profiling-kit-ease-cancer-research-2021-10-25/,,Reuters,0,1,0,,ad39c8b0-3658-11ec-bc13-8bc07d8cc609,2,27,2021-10-26 12:31:43,,2021-10-26 20:13:35,42,2021-10-26 20:13:35,1,2021-10-26 20:13:35,42,1,0,,,well written,5,,,3,,0
27154,2,"Remains of ""Big John"", largest known triceratops, fetch nearly $8 mn","","Remains of ""Big John"", largest known triceratops, fetch nearly $8 mn",remains-of-big-john-largest-known-triceratops-fetch-nearly-8-mn,"A private, anonymous US collector recently bought the fossilised remains of ""Big John"" for 6.65 million euros ($7.74 million) at a Paris auction.
Big John roamed modern-day South Dakota more than 66 million years ago.
The first piece of bone from the supersized skeleton - the skull alone is 2.62 meters long and two meters wide - was found in 2014.","A private, anonymous US collector recently bought the fossilised remains of ""Big John"" for 6.65 million euros ($7.74 million) at a Paris auction. 
Big John roamed modern-day South Dakota more than 66 million years ago. 
The first piece of bone from the supersized skeleton - the skull alone is 2.62 meters long and two meters wide - was found in 2014.",,,https://www.reuters.com/lifestyle/big-john-largest-known-triceratops-sells-55-mln-euros-2021-10-21/,,Reuters,0,0,0,,822c8df0-3659-11ec-bc13-8bc07d8cc609,1,27,2021-10-26 12:37:40,,2021-10-26 19:57:37,42,2021-10-26 19:57:37,1,2021-10-26 19:57:37,42,1,0,,,well written,5,,,3,,0
27155,2,Public sector workers set for pay rise,UK  Budget 2021,Budget 2021: Public sector workers set for pay rise,budget-2021-public-sector-workers-set-for-pay-rise,"Millions of public sector workers will see a rise in wages next year after the government confirmed the pay freeze is being lifted.
The Chancellor will use his Budget to say nurses, teachers and members of the armed forces are among the beneficiaries.
A temporary pause in salary progression was introduced last November as a response to the pandemic.","Millions of public sector workers will see a rise in wages next year after the government confirmed the pay freeze is being lifted.
The Chancellor will use his Budget to say nurses, teachers and members of the armed forces are among the beneficiaries.
A temporary pause in salary progression was introduced last November as a response to the pandemic.",,,https://www.bbc.com/news/uk-politics-59044770,,BBC,0,1,0,,1b3cfc10-365e-11ec-bc13-8bc07d8cc609,2,19,2021-10-26 13:10:35,,2021-10-26 20:01:20,42,2021-10-26 20:01:20,1,2021-10-26 20:01:20,42,1,0,,,minor edits,4,,,3,,0
27156,2,No VAT cut to household energy bills in the Budget,UK  Budget 2021,No VAT cut to household energy bills in the Budget,no-vat-cut-to-household-energy-bills-in-the-budget,"VAT on household energy bills will not be cut in the Chancellor's Budget on Wednesday, despite calls to help families struggling with soaring prices.
Labour has been calling for the rate to be slashed from 5% to zero for the next six months to help households get through a tough winter.
However, sources said such a move would be poorly targeted.","VAT on household energy bills will not be cut in the Chancellor's Budget on Wednesday, despite calls to help families struggling with soaring prices.
Labour has been calling for the rate to be slashed from 5% to zero for the next six months to help households get through a tough winter.
However, sources said such a move would be poorly targeted.",,,https://www.bbc.com/news/uk-politics-59044775,,BBC,0,1,0,,86438380-365e-11ec-bc13-8bc07d8cc609,2,19,2021-10-26 13:13:34,,2021-10-26 20:08:29,42,2021-10-26 20:08:29,1,2021-10-26 20:08:29,42,1,0,,,well written,5,,,3,,0
27157,2,Blue Origin: Jeff Bezos unveils plans for 'space business park',In case you missed it,Blue Origin: Jeff Bezos unveils plans for 'space business park',blue-origin-jeff-bezos-unveils-plans-for-space-business-park,"Blue Origin, the space tourism company owned by Jeff Bezos, has announced plans to launch a commercial space station.
Bosses said on Monday that they hope to operate the station, named ""Orbital Reef,"" by the end of the decade.
Promotional material released by the company claims the station will be a mixed-use business park in space.","Blue Origin, the space tourism company owned by Jeff Bezos, has announced plans to launch a commercial space station.
Bosses said on Monday that they hope to operate the station, named ""Orbital Reef,"" by the end of the decade.
Promotional material released by the company claims the station will be a mixed-use business park in space.",,,https://www.bbc.com/news/world-us-canada-59046076,,BBC,0,1,0,"Jeff Bezos unveils plans 'space business park' Blue Origin station, named ""Orbital Reef,"" space tourism company owned commercial space station Promotional material released Blue Origin, Jeff Bezos, company claims announced plans business park station space launch Bosses Monday hope operate end decade mixed-",d4c37dd0-365e-11ec-bc13-8bc07d8cc609,2,19,2021-10-26 13:15:46,,2021-10-26 20:16:21,42,2021-10-26 20:16:21,1,2021-10-26 20:16:21,42,1,0,,,well written,5,,,3,,0
